,GSM2668066,GSM2668067,GSM2668068,GSM2668069,GSM2668070,GSM2668071,GSM2668072,GSM2668073,GSM2668074,GSM2668075,GSM2668076,GSM2668077,GSM2668078,GSM2668079,GSM2668080
ENSG00000000003,11,9,6,15,2,2,2,1,0,0,9,0,1,0,3
ENSG00000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000419,335,412,423,478,221,564,454,323,84,118,344,635,345,329,128
ENSG00000000457,260,318,265,418,135,163,186,165,45,56,103,149,206,63,39
ENSG00000000460,38,47,49,68,12,136,166,94,110,89,158,1022,133,70,93
ENSG00000000938,2146,2996,2176,2560,1178,3758,3071,4436,3374,2052,131,772,470,276,704
ENSG00000000971,56,97,106,87,103,178,157,69,91,49,706,3955,821,219,163
ENSG00000001036,168,244,203,262,90,425,567,205,470,351,196,547,245,62,189
ENSG00000001084,430,684,438,546,264,532,434,132,38,35,184,881,293,193,61
ENSG00000001167,1105,1095,961,1317,495,946,893,1398,542,93,425,2425,365,713,305
ENSG00000001460,32,23,8,29,20,52,53,21,8,30,42,45,22,21,39
ENSG00000001461,349,503,615,501,163,444,434,153,230,256,94,343,304,125,159
ENSG00000001497,815,842,880,1065,432,972,1029,471,684,343,1190,2292,1271,788,1077
ENSG00000001561,194,319,231,254,95,182,140,309,42,165,64,29,118,157,34
ENSG00000001617,0,0,0,0,0,1,1,0,1,4,3,157,3,2,16
ENSG00000001626,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000001629,363,599,451,379,125,291,155,162,29,63,29,264,182,48,29
ENSG00000001630,193,274,297,246,109,376,405,256,64,40,139,858,298,147,88
ENSG00000001631,1382,1348,1126,1354,479,437,405,300,123,112,78,777,287,114,69
ENSG00000002016,146,73,53,219,40,128,84,32,4,4,42,153,51,60,23
ENSG00000002330,153,138,119,219,137,351,279,191,585,787,320,186,216,236,199
ENSG00000002549,364,711,416,504,218,241,226,156,86,63,194,628,288,149,136
ENSG00000002586,1673,2109,2218,2796,675,592,1061,313,1023,949,413,480,4667,6373,459
ENSG00000002587,18,15,24,13,8,0,0,0,0,0,0,5,0,0,0
ENSG00000002726,0,0,0,0,6,211,26,4,342,32,1,48,2,31,145
ENSG00000002745,13,4,15,17,9,0,0,0,0,0,0,0,0,0,0
ENSG00000002746,8,9,2,10,2,3,1,3,15,3,0,0,37,3,0
ENSG00000002822,647,662,520,643,251,581,502,370,398,282,262,1489,800,313,516
ENSG00000002834,3995,3794,4146,3513,1871,4887,3266,5148,2561,2724,171,2298,1693,916,618
ENSG00000002919,121,132,124,107,69,123,125,93,133,240,29,66,59,42,51
ENSG00000002933,78,8,17,116,59,8,4,1,30,0,0,9,3,0,45
ENSG00000003056,926,1191,1449,1049,561,1340,1171,542,240,619,257,1024,1198,375,322
ENSG00000003096,5,8,7,3,5,62,8,4,4,0,0,54,39,43,5
ENSG00000003137,1,0,0,1,0,0,0,0,0,0,0,38,7,0,1
ENSG00000003147,57,46,56,61,20,1257,1285,851,1145,795,197,1195,572,70,319
ENSG00000003249,48,9,34,31,8,0,0,0,0,0,1,0,3,0,0
ENSG00000003393,129,183,177,127,93,245,333,106,25,68,83,201,290,92,70
ENSG00000003400,211,265,387,392,152,328,307,426,167,575,203,286,727,243,93
ENSG00000003402,2782,4133,3587,3199,2152,4524,3912,6781,5014,5332,3069,2778,2301,895,1141
ENSG00000003436,111,129,149,163,16,149,231,95,145,454,354,1405,1710,899,69
ENSG00000003509,272,201,324,356,111,251,234,261,107,134,185,289,141,140,100
ENSG00000003756,4376,3891,3391,3590,2908,2526,2364,2898,730,250,840,3068,2152,1230,935
ENSG00000003987,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
ENSG00000003989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000004059,243,331,288,319,135,744,758,350,1242,579,182,395,377,332,322
ENSG00000004139,113,152,238,155,70,130,120,29,42,66,12,23,154,26,87
ENSG00000004142,96,155,91,192,87,244,300,124,371,200,170,245,369,151,194
ENSG00000004399,483,746,636,584,277,520,897,225,436,112,119,2283,2305,475,677
ENSG00000004455,577,844,732,820,409,2472,2348,1010,1491,1385,639,3339,1302,871,784
ENSG00000004468,264,458,260,307,141,743,870,216,431,358,364,513,1073,706,239
ENSG00000004478,468,418,440,524,231,1041,1099,460,958,335,1188,4041,950,543,456
ENSG00000004487,666,843,831,965,402,822,1103,425,335,214,666,3285,1176,619,416
ENSG00000004534,5042,4236,5373,6016,2993,3443,3691,3398,1833,586,2118,4535,2480,2469,2742
ENSG00000004660,77,74,71,145,46,188,111,196,121,51,15,158,116,34,52
ENSG00000004700,877,1067,1101,1250,515,289,261,219,60,146,270,581,255,188,116
ENSG00000004766,290,323,352,534,170,71,126,63,26,42,257,352,106,59,14
ENSG00000004776,0,1,0,2,0,0,3,0,4,2,8,7,1,0,4
ENSG00000004777,76,79,80,72,35,374,253,368,71,118,42,367,204,52,90
ENSG00000004779,147,194,189,214,84,351,414,110,235,67,601,505,263,242,195
ENSG00000004799,533,397,189,372,156,12,2,13,13,0,236,9,22,4,3
ENSG00000004809,19,23,22,43,21,263,297,89,72,40,14,99,133,32,90
ENSG00000004838,31,65,39,75,17,25,17,22,21,12,34,9,16,6,5
ENSG00000004846,0,0,2,1,0,1,2,0,0,0,5,29,0,0,0
ENSG00000004848,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000004864,85,247,134,187,48,254,155,160,99,200,91,342,138,36,60
ENSG00000004866,70,100,107,102,52,283,258,75,147,226,175,622,211,4,74
ENSG00000004897,249,409,483,441,252,617,462,271,198,362,514,1444,468,304,308
ENSG00000004939,2,41,9,4,12,3582,1492,43,64,337,2,1131,245,186,2408
ENSG00000004948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,158,154,142,204,86,205,178,91,164,143,176,236,167,71,95
ENSG00000004975,134,242,160,196,93,123,227,102,97,84,33,183,270,161,75
ENSG00000005001,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,718,738,685,865,456,567,601,727,505,323,230,1387,572,193,350
ENSG00000005020,1825,2108,1678,1754,756,1521,699,2224,628,333,89,465,509,76,146
ENSG00000005022,408,631,602,757,288,921,1237,462,1015,1133,628,1592,1127,806,531
ENSG00000005059,1114,1267,848,1927,450,128,86,58,65,23,312,648,134,85,53
ENSG00000005073,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000005075,338,379,458,449,120,631,632,384,979,1034,382,893,413,323,303
ENSG00000005100,95,182,124,139,63,106,169,80,65,1,55,372,109,51,54
ENSG00000005102,20,8,22,15,5,0,0,0,0,0,1,1,0,0,0
ENSG00000005108,2,2,8,0,0,22,6,1,5,0,0,0,0,1,9
ENSG00000005156,223,257,327,236,143,297,445,404,543,471,138,766,352,238,286
ENSG00000005175,597,671,719,729,319,566,314,364,485,398,206,1212,442,298,246
ENSG00000005187,164,120,155,173,78,622,1260,289,374,303,28354,360,290,151,163
ENSG00000005189,4,16,8,9,5,290,253,88,535,512,90,122,284,73,231
ENSG00000005194,217,255,260,376,148,196,217,54,229,98,131,768,385,240,162
ENSG00000005206,268,341,243,357,131,340,482,234,130,127,66,199,590,149,267
ENSG00000005238,238,148,211,206,213,429,280,514,254,17,31,143,206,46,75
ENSG00000005243,7,23,13,18,4,6,5,2,4,3,6,2,0,0,5
ENSG00000005249,832,1245,1111,1451,295,1111,341,87,27,10,1588,1047,422,26,108
ENSG00000005302,2042,2135,1587,2624,773,676,519,884,781,249,203,722,465,209,137
ENSG00000005339,2206,2064,2327,1877,902,886,881,1753,1193,600,214,1792,736,253,246
ENSG00000005379,899,2348,1175,1250,492,305,357,288,125,85,12,288,2240,174,1294
ENSG00000005381,46,111,308,64,19,105769,158159,34294,107610,108705,750,1995,31301,5186,48308
ENSG00000005421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005436,254,323,320,341,138,140,126,55,12,7,216,423,167,195,58
ENSG00000005448,49,40,78,74,29,65,40,17,120,16,41,107,75,47,61
ENSG00000005469,115,79,124,114,34,74,28,39,17,6,36,39,64,23,18
ENSG00000005471,60,33,99,65,39,2,6,0,1,0,0,0,14,0,14
ENSG00000005483,4907,5096,5660,5387,1584,3068,2724,4171,2359,2310,516,7202,3107,1163,828
ENSG00000005486,62,73,52,107,33,107,150,73,240,208,32,89,65,43,83
ENSG00000005513,27,27,5,31,14,1,0,2,0,0,1,1,0,1,0
ENSG00000005801,176,273,197,349,101,117,163,85,38,34,287,652,191,217,93
ENSG00000005810,1349,2217,1829,2278,868,673,1114,1000,2218,400,434,1899,914,615,757
ENSG00000005812,1224,1158,1005,1334,625,434,385,523,129,139,213,737,479,190,69
ENSG00000005844,7519,12462,10521,9302,4491,798,862,2296,1899,1085,60,812,909,741,556
ENSG00000005882,85,107,81,134,43,81,49,22,49,29,55,179,88,73,50
ENSG00000005884,25,18,37,23,11,10,0,2,6,1,0,5,3,7,14
ENSG00000005889,388,413,332,300,235,330,133,324,204,273,78,403,178,73,128
ENSG00000005893,458,631,424,591,334,1183,1139,990,669,914,296,662,872,337,215
ENSG00000005961,1500,1383,1767,2432,474,5060,2425,393,1944,1082,13628,4868,2941,378,2593
ENSG00000005981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006007,466,565,505,634,224,494,512,369,776,484,159,583,440,161,170
ENSG00000006015,289,348,285,450,172,458,423,147,475,342,525,567,343,236,403
ENSG00000006016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000006025,275,270,352,240,189,141,162,83,55,42,122,280,182,100,130
ENSG00000006042,2,2,0,0,2,13,3,6,6,0,1,6,0,5,31
ENSG00000006047,1,0,0,1,0,4,18,4,0,0,4,25,0,0,7
ENSG00000006059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000006062,336,494,440,469,201,50,77,129,200,43,15,110,117,54,98
ENSG00000006071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000006116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006118,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0
ENSG00000006125,750,1075,1336,1161,578,1502,1486,765,1494,1249,1038,1283,1573,553,704
ENSG00000006128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000006194,543,699,596,731,296,475,507,317,209,252,288,663,483,259,205
ENSG00000006210,1,1,3,1,0,0,0,1,1,1,0,4,0,0,0
ENSG00000006282,176,248,336,310,179,299,349,77,149,242,84,66,492,75,247
ENSG00000006283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006327,1,4,2,3,3,21,24,37,46,2,12,180,25,9,15
ENSG00000006377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006432,46,45,100,65,27,2,2,14,26,21,4,42,19,13,7
ENSG00000006451,592,496,578,599,375,677,365,351,348,266,532,1667,1015,315,207
ENSG00000006453,18,23,10,3,4,9,5,0,0,0,0,1,4,1,9
ENSG00000006459,1189,1325,1197,1431,629,780,790,1525,324,224,467,477,245,273,209
ENSG00000006468,1,0,0,17,0,0,9,0,0,0,23,80,1,0,2
ENSG00000006530,91,174,151,132,59,118,128,59,13,4,24,238,142,43,32
ENSG00000006534,391,472,427,634,107,1715,1787,825,1313,1071,22,139,396,88,320
ENSG00000006555,90,127,134,118,46,36,16,22,3,3,1,5,0,3,11
ENSG00000006576,259,430,331,490,229,202,200,122,75,330,215,341,286,113,55
ENSG00000006606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006607,72,133,126,90,58,37,48,39,31,2,49,92,36,21,16
ENSG00000006611,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ENSG00000006625,169,302,199,269,114,825,602,215,214,93,528,2284,443,405,562
ENSG00000006634,285,357,236,326,109,214,206,159,67,132,96,723,193,54,38
ENSG00000006638,12,23,19,28,6,33,16,6,4,5,6,69,16,6,6
ENSG00000006652,216,410,307,425,126,1002,637,1675,343,1436,172,1263,170,236,212
ENSG00000006659,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006695,63,98,64,74,60,74,90,33,31,28,27,189,51,53,23
ENSG00000006704,3,11,5,6,0,8,11,2,7,12,22,5,26,2,1
ENSG00000006712,736,867,700,950,518,891,744,2146,1500,3963,403,3804,676,726,969
ENSG00000006715,1230,1134,877,1172,515,861,746,517,135,172,51,961,549,193,158
ENSG00000006740,1,1,10,4,0,1,0,6,0,0,0,11,1,0,7
ENSG00000006744,497,866,774,829,269,463,695,346,489,191,256,1139,910,394,323
ENSG00000006747,2,21,26,7,7,2,2,6,5,1,0,0,0,1,1
ENSG00000006756,158,187,139,171,142,583,594,516,892,847,197,232,458,120,450
ENSG00000006757,12,57,35,73,38,76,96,46,136,234,73,41,76,35,65
ENSG00000006788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000006831,288,508,348,412,188,456,640,303,282,956,246,541,356,106,162
ENSG00000006837,10,11,1,10,11,22,14,5,6,1,42,14,10,11,7
ENSG00000007001,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
ENSG00000007047,238,320,404,322,152,385,289,298,349,652,45,1300,381,188,110
ENSG00000007062,11,1,6,5,0,42,14,20,28,5,8,0,1254,109,182
ENSG00000007080,290,313,268,316,196,407,372,245,652,654,575,1485,654,483,593
ENSG00000007129,260,323,219,189,120,252,296,82,459,38,11,90,148,72,11
ENSG00000007168,1045,1347,1159,1297,682,1047,955,1134,1557,2258,459,1292,1095,321,425
ENSG00000007171,4,5,0,1,0,0,0,0,0,0,0,12,1,0,0
ENSG00000007174,0,2,2,5,0,0,1,0,2,0,0,0,0,0,0
ENSG00000007202,1606,2049,1513,1505,729,1321,1842,1252,640,162,355,2009,1377,599,856
ENSG00000007216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,1308,1355,1041,1024,527,877,634,1479,936,710,26,262,750,184,253
ENSG00000007255,27,45,44,42,16,112,144,35,147,153,133,60,132,138,82
ENSG00000007264,585,1125,1015,706,335,338,310,108,416,329,4,327,365,472,505
ENSG00000007306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007312,546,434,596,430,372,107,49,46,119,74,41,181,527,211,148
ENSG00000007314,7,2,6,1,1,1,1,1,0,0,0,0,14,0,2
ENSG00000007341,34,115,114,89,35,148,143,98,59,203,102,150,129,49,54
ENSG00000007350,52,42,41,63,22,1,0,18,4,2,4,26,0,0,1
ENSG00000007372,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
ENSG00000007376,108,134,111,170,83,184,238,72,257,82,74,160,168,130,131
ENSG00000007384,1,1,0,0,0,2,1,2,0,0,0,4,63,0,7
ENSG00000007392,2909,2554,2072,3358,687,1376,1265,1140,519,344,2032,2240,1093,932,891
ENSG00000007402,150,176,133,153,85,2,1,15,0,0,2,5,1,10,1
ENSG00000007516,148,38,111,128,46,10,2,45,11,0,28,3,35,18,4
ENSG00000007520,609,678,737,893,329,1061,850,550,1572,681,640,904,805,644,618
ENSG00000007541,73,103,96,106,31,269,257,92,183,58,70,98,176,81,279
ENSG00000007545,235,368,299,345,200,243,222,188,32,92,133,328,325,128,61
ENSG00000007866,0,1,1,1,2,4,10,4,4,0,0,1,2,1,1
ENSG00000007908,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
ENSG00000007923,571,604,638,513,303,314,377,167,213,103,176,1274,402,130,264
ENSG00000007933,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000007944,308,400,342,418,191,249,358,682,380,230,49,828,207,50,80
ENSG00000007952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008018,278,433,403,506,213,490,648,270,931,356,810,1166,601,462,505
ENSG00000008056,0,1,0,0,0,0,2,0,0,4,1,2,4,0,2
ENSG00000008083,1297,1491,1278,1479,477,1099,1163,1117,629,1226,283,2274,2339,399,345
ENSG00000008086,34,77,41,42,73,50,39,248,57,4,6,12,24,12,16
ENSG00000008118,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000008128,4568,4767,3899,4271,1604,2816,2042,3334,2045,1283,1045,3916,1555,803,828
ENSG00000008130,2164,2134,1725,2131,1241,3524,3307,4730,1957,1482,413,1862,779,391,873
ENSG00000008196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226,62,90,53,61,36,63,40,70,40,22,7,0,5,1,28
ENSG00000008256,235,304,271,168,204,55,71,73,40,90,8,34,206,17,27
ENSG00000008277,73,44,80,47,15,127,90,57,24,92,9,229,108,30,48
ENSG00000008282,123,196,174,181,98,357,347,163,85,102,180,748,295,186,75
ENSG00000008283,103,136,96,157,94,82,15,13,23,1,171,347,346,85,82
ENSG00000008294,775,699,561,636,342,534,403,1143,612,928,117,842,561,47,115
ENSG00000008300,52,10,33,60,15,104,37,6,0,3,29,873,15,2,14
ENSG00000008311,13,40,32,20,9,53,24,9,3,8,21,6,3,5,21
ENSG00000008323,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0
ENSG00000008324,61,66,78,69,37,91,84,59,75,29,95,99,72,65,47
ENSG00000008382,131,142,172,193,74,373,315,92,605,561,165,292,225,189,243
ENSG00000008394,167,109,184,167,70,1257,1538,656,747,654,53,469,926,75,259
ENSG00000008405,516,428,410,479,155,273,121,69,8,16,202,764,274,490,46
ENSG00000008438,3,21,36,7,8,2825,3401,3576,13025,13052,131,471,63,797,989
ENSG00000008441,62,64,46,77,29,433,182,39,65,33,189,560,374,112,79
ENSG00000008513,920,1387,1365,1371,563,597,616,527,455,309,263,1173,796,385,209
ENSG00000008516,72,129,59,97,203,1028,450,1593,548,246,6,302,31,42,204
ENSG00000008517,1616,2467,2346,3535,1441,78,139,101,154,108,22,323,6,2638,104
ENSG00000008710,321,423,287,437,161,253,210,148,114,36,72,392,192,110,137
ENSG00000008735,10,2,4,4,3,2,7,1,1,0,0,3,1,0,5
ENSG00000008838,497,680,638,673,172,572,474,242,336,219,89,685,581,195,244
ENSG00000008853,119,174,264,165,122,88,95,39,52,6,37,42,68,33,90
ENSG00000008869,490,673,623,744,206,422,433,388,68,215,243,365,671,165,92
ENSG00000008952,4369,4100,3829,5429,1182,5344,4481,5104,8611,6563,490,6789,1203,1439,1752
ENSG00000008988,7603,8572,10337,16161,6288,18119,15162,4728,26807,28472,25901,21014,17931,17775,11991
ENSG00000009307,5040,6544,5856,6982,3086,4166,4358,3396,1652,2229,2311,12107,5623,2609,1331
ENSG00000009335,1021,994,1089,915,420,659,494,479,154,256,193,1131,380,172,134
ENSG00000009413,453,497,663,444,159,488,356,598,335,251,129,933,349,197,244
ENSG00000009694,48,128,68,151,47,4,8,48,15,9,10,1,2,3,53
ENSG00000009709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009724,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000009765,8,8,10,4,0,8,6,12,91,36,4,24,11,1,1
ENSG00000009780,316,283,258,299,168,171,129,136,87,29,79,157,100,53,69
ENSG00000009790,6406,6613,7142,7580,4263,1010,848,1902,850,812,719,553,757,1364,608
ENSG00000009830,34,79,54,24,71,25,68,41,7,9,10,320,96,11,50
ENSG00000009844,440,464,340,610,222,420,352,318,130,112,173,661,157,199,65
ENSG00000009950,4,6,4,5,0,6,4,3,15,20,0,3,1,3,2
ENSG00000009954,3174,3427,3482,3356,1516,2293,2382,1904,1055,326,655,5179,979,636,962
ENSG00000010017,663,875,743,893,311,1013,970,1209,276,495,343,2316,774,375,172
ENSG00000010030,4,22,5,5,4,0,2,3,5,0,1,3,1,0,8
ENSG00000010072,68,189,160,122,39,110,45,91,81,174,30,212,46,40,11
ENSG00000010165,228,229,184,252,121,215,268,75,104,72,191,497,135,154,194
ENSG00000010219,81,97,87,122,58,189,238,142,177,108,164,399,121,101,82
ENSG00000010244,1311,2856,2210,2892,1205,2212,1962,2143,1575,3368,934,4460,1235,911,632
ENSG00000010256,834,851,745,876,367,1354,1644,905,2534,2820,421,1632,1243,637,841
ENSG00000010270,137,216,212,184,87,296,198,133,99,325,121,523,352,263,65
ENSG00000010278,109,268,155,213,46,1260,376,292,119,46,27,201,367,33,216
ENSG00000010282,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
ENSG00000010292,913,1315,943,1223,439,1677,2506,1180,927,330,220,2483,817,377,606
ENSG00000010295,840,940,885,1089,460,732,619,478,435,222,310,287,417,230,437
ENSG00000010310,99,208,145,123,57,18,58,26,7,0,11,41,1,4,12
ENSG00000010318,104,148,88,118,55,263,282,111,111,197,51,55,314,58,54
ENSG00000010319,12,18,15,27,9,11,6,2,0,2,26,83,0,5,19
ENSG00000010322,1438,1519,1561,1392,779,815,668,861,312,368,265,1004,893,473,458
ENSG00000010327,424,412,544,634,188,22,36,30,25,13,591,1023,591,6,356
ENSG00000010361,30,31,33,52,24,76,59,23,52,27,111,145,83,75,81
ENSG00000010379,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000010404,759,1059,840,938,447,289,234,694,523,549,51,1043,554,110,209
ENSG00000010438,1,0,0,0,0,7,4,0,2,2,0,0,2,2,1
ENSG00000010539,148,230,148,256,99,84,72,74,23,30,36,131,56,33,15
ENSG00000010610,947,1667,1396,1877,1060,483,339,217,391,143,454,312,149,55,184
ENSG00000010626,27,40,43,49,18,90,49,18,169,64,83,14,89,47,116
ENSG00000010671,1116,1039,1384,1277,645,1874,1741,1305,1052,346,2655,3487,1575,590,816
ENSG00000010704,146,145,167,174,150,4,7,6,20,8,4,19,17,1,1
ENSG00000010803,68,62,58,71,34,184,187,85,62,71,25,106,188,81,92
ENSG00000010810,3530,5011,3823,4470,1792,423,236,164,164,47,18,298,578,338,259
ENSG00000010818,1402,1506,1256,1655,944,131,134,142,20,12,54,461,242,252,30
ENSG00000010932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011007,703,721,660,943,343,503,450,414,224,51,254,1763,334,142,174
ENSG00000011009,116,184,99,201,68,222,230,154,315,123,104,245,189,116,166
ENSG00000011021,152,162,174,172,106,111,133,83,121,102,23,217,180,32,58
ENSG00000011028,18,19,13,12,4,103,31,6,23,38,36,225,60,37,103
ENSG00000011052,5,0,0,9,0,3,21,10,39,26,71,65,15,31,15
ENSG00000011083,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
ENSG00000011105,57,101,63,112,16,63,21,7,0,3,13,140,9,6,14
ENSG00000011132,128,161,157,164,92,129,132,77,101,50,40,137,56,70,48
ENSG00000011143,58,58,83,113,30,102,148,23,49,20,49,68,63,44,51
ENSG00000011198,38,66,30,65,29,197,162,196,334,1206,41,82,69,22,36
ENSG00000011201,6,9,10,15,1,19,8,0,0,0,5,105,12,9,10
ENSG00000011243,2012,1968,2080,2009,1100,1552,1400,1427,1556,899,1449,3143,2377,1358,1255
ENSG00000011258,409,527,390,481,267,351,291,193,65,42,220,352,363,196,78
ENSG00000011260,503,521,404,677,221,503,507,295,240,250,386,830,375,331,203
ENSG00000011275,1075,1551,1255,1494,551,541,576,458,261,177,75,1024,349,256,141
ENSG00000011295,239,288,317,333,118,336,315,130,61,40,122,370,502,217,152
ENSG00000011304,1086,1692,1140,1631,648,1349,1552,707,731,1254,721,3177,1594,708,694
ENSG00000011332,0,0,0,0,0,25,1,3,9,2,3,21,45,0,3
ENSG00000011347,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000011376,69,93,73,140,55,174,124,48,56,16,70,188,156,96,64
ENSG00000011405,336,613,501,556,288,67,113,73,108,224,52,237,127,143,25
ENSG00000011422,208,213,375,247,128,666,643,1964,1435,2691,56,784,161,85,454
ENSG00000011426,12,19,35,8,3,435,424,244,165,185,60,775,174,60,115
ENSG00000011451,237,258,211,438,119,186,226,169,103,98,76,466,286,110,83
ENSG00000011454,518,626,656,752,292,361,257,295,68,75,62,550,715,73,181
ENSG00000011465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000011478,28,29,29,30,22,74,88,48,95,120,38,235,93,39,62
ENSG00000011485,610,1085,992,1037,357,737,877,432,474,256,253,4834,993,343,592
ENSG00000011523,273,356,328,343,138,112,174,96,85,100,103,248,388,145,68
ENSG00000011566,75,89,65,70,62,27,24,17,9,2,30,143,170,46,6
ENSG00000011590,39,38,37,56,27,5,2,1,2,0,0,21,0,0,0
ENSG00000011600,1617,2182,1783,3461,1069,4163,2785,3720,13722,16880,904,994,819,524,1694
ENSG00000011638,49,55,48,84,21,107,76,44,88,54,15,57,67,39,12
ENSG00000011677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012048,60,124,80,55,46,439,513,350,446,281,114,605,199,75,198
ENSG00000012061,124,177,202,300,172,328,247,105,646,463,450,1570,450,389,357
ENSG00000012124,621,656,789,514,557,10,12,33,7,9,5,8,6,1,14
ENSG00000012171,2,1,7,5,1,7,5,7,1,1,0,14,7,2,1
ENSG00000012174,33,56,36,57,27,31,58,23,15,12,36,28,38,6,10
ENSG00000012211,59,87,81,101,34,70,50,87,33,25,29,5,36,16,17
ENSG00000012223,56,629,744,179,45,44188,42391,63381,157099,222093,1479,8009,1664,8472,21619
ENSG00000012232,269,345,210,246,166,105,83,124,95,90,21,99,42,48,45
ENSG00000012504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012660,1466,2711,1996,2058,1159,3221,2467,2770,1659,5004,631,2099,2065,2566,639
ENSG00000012779,526,819,610,663,331,2021,2110,3085,887,490,208,357,191,216,514
ENSG00000012817,1709,2139,2046,1948,0,913,651,0,116,0,243,0,796,181,0
ENSG00000012822,2070,2341,1919,2261,1055,1535,1154,1675,789,547,418,815,985,439,447
ENSG00000012963,0,45,0,47,0,0,3,10,42,18,5,53,13,0,0
ENSG00000012983,715,1053,752,707,204,449,533,364,27,121,820,2083,668,319,198
ENSG00000013016,216,318,303,346,106,230,81,44,11,13,12,83,178,63,70
ENSG00000013288,746,934,857,1005,494,614,715,606,687,316,279,626,602,283,595
ENSG00000013293,2,4,5,2,0,3,7,6,9,11,0,9,5,1,2
ENSG00000013297,31,26,25,29,6,29,16,57,22,48,5,12,13,7,12
ENSG00000013306,190,236,226,334,60,485,409,96,229,257,324,408,186,143,285
ENSG00000013364,2137,2062,2006,2054,1061,978,787,1496,1175,599,160,604,675,250,531
ENSG00000013374,2820,3275,2223,2817,1058,1674,1232,1479,1011,2152,397,2110,1653,640,448
ENSG00000013375,114,185,184,183,58,105,126,65,25,80,72,275,145,41,56
ENSG00000013392,42,75,42,86,26,16,13,1,8,15,29,22,11,17,13
ENSG00000013441,1896,2397,2114,2267,1860,1585,1707,3105,536,991,843,2152,1220,1273,661
ENSG00000013503,183,78,70,99,86,48,63,66,70,51,52,202,43,19,19
ENSG00000013523,101,121,168,186,138,80,103,70,23,7,59,489,196,43,75
ENSG00000013561,388,436,342,563,178,204,205,163,135,220,162,302,118,155,64
ENSG00000013563,322,417,379,429,268,718,620,543,620,473,180,439,479,129,252
ENSG00000013573,311,751,273,279,128,974,891,806,398,304,476,1938,826,184,639
ENSG00000013583,133,137,160,219,104,331,381,108,351,215,291,64,433,268,349
ENSG00000013588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013619,2,7,3,5,6,4,7,0,0,0,5,3,5,0,8
ENSG00000013725,1044,1264,940,1659,473,47,29,27,20,29,1,117,5,96,16
ENSG00000013810,2289,1944,1614,2841,964,3486,3214,2819,2578,1335,1369,3542,2812,1368,2681
ENSG00000014123,1079,1217,1150,1476,526,477,394,349,168,112,387,527,582,264,136
